date,station_name,station_id,start_snow_water,start_snow_depth,max_temp_mean,min_temp_mean,start,end,latitude,longitude,elev,county,mon,avg_temp,year,rank
2015-02-01,Beaver Ck Village,1041,8,28,45,11.1,2002-11-01,2018-05-09,39.6,-106.51,8498,Eagle,Feb,35.5,2015,40.5
2016-11-01,Beaver Ck Village,1041,0,0,53,17.2,2002-11-01,2018-05-09,39.6,-106.51,8498,Eagle,Nov,43.5,2016,26.5
2017-02-01,Beaver Ck Village,1041,9.6,36,41,11.1,2002-11-01,2018-05-09,39.6,-106.51,8498,Eagle,Feb,34.5,2017,18.5
2017-03-15,Beaver Ck Village,1041,11.9,33,53,18.6,2002-11-01,2018-05-09,39.6,-106.51,8498,Eagle,Mar,43.5,2017,15
1985-10-01,Bison Lake,345,0,NA,62,28.1,1985-09-01,2018-05-09,39.76,-107.36,10876,Garfield,Oct,55.5,1985,15
2014-12-01,Black Mountain,1161,2.7,12,42,15.7,2010-10-01,2018-05-09,40.89,-105.66,8918,Larimer,Dec,34,2014,45
2015-02-01,Black Mountain,1161,5.4,24,42,15.7,2010-10-01,2018-05-09,40.89,-105.66,8918,Larimer,Feb,34.5,2015,27
2005-06-01,Buckskin Joe,938,0,0,96,38.8,1998-08-01,2018-05-09,39.3,-106.11,11149,Park,Jun,410,2005,1
2006-06-15,Buckskin Joe,938,0,NA,124,38.8,1998-08-01,2018-05-09,39.3,-106.11,11149,Park,Jun,257,2006,5
2006-12-01,Buckskin Joe,938,3.3,14,38,12.9,1998-08-01,2018-05-09,39.3,-106.11,11149,Park,Dec,209,2006,7
1986-08-01,Burro Mountain,378,0,NA,98,45.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Aug,76,1986,23
1986-08-15,Burro Mountain,378,0,NA,108,45.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Aug,80.5,1986,31
2013-09-01,Burro Mountain,378,0,0,66,37.4,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Sep,57,2013,35.5
2014-12-01,Burro Mountain,378,3.1,12,40,9.6,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Dec,33,2014,45
2017-03-15,Burro Mountain,378,11.5,34,50,16.3,1978-10-01,2018-05-09,39.88,-107.6,9397,Rio Blanco,Mar,41,2017,31.5
1993-07-15,Butte,380,0,NA,45,42.1,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Jul,50.5,1993,24.5
1993-08-15,Butte,380,0,NA,41,42.6,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Aug,47.5,1993,23
1993-09-15,Butte,380,0,NA,39,38.1,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Sep,43.5,1993,35.5
2002-10-01,Butte,380,0,NA,91,26.8,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Oct,66.5,2002,21
2013-09-01,Butte,380,0,0,66,38.1,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Sep,57,2013,35.5
2015-02-01,Butte,380,7.7,33,41,9.5,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Feb,33.5,2015,40.5
2015-10-01,Butte,380,0,0,61,26.8,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Oct,51,2015,28
2016-11-01,Butte,380,0,0,51,12.8,1979-10-01,2018-05-09,38.89,-106.95,10158,Gunnison,Nov,42,2016,44.5
1993-08-15,Cascade,386,0,NA,54,37.8,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Aug,53.5,1993,31
1993-09-01,Cascade,386,0,NA,39,30.5,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Sep,49,1993,7
2013-09-01,Cascade,386,0,0,91,30.5,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Sep,70,2013,18.5
2015-01-15,Cascade,386,4.4,20,39,-0.7,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Jan,31.5,2015,31
2015-02-01,Cascade,386,4.8,17,57,3,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Feb,42,2015,27
2015-03-15,Cascade,386,5.5,14,63,11.2,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Mar,47.5,2015,31.5
2017-02-01,Cascade,386,15.6,47,46,3,1978-10-01,2018-05-09,37.65,-107.81,8879,San Juan,Feb,36,2017,40.5
2010-12-01,Cascade #2,387,2.7,12,49,15.7,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Dec,38,2010,29
2012-04-15,Cascade #2,387,0.1,1,63,28,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Apr,48.5,2012,17.5
2013-09-01,Cascade #2,387,0,0,71,41.1,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Sep,59.5,2013,35.5
2014-12-01,Cascade #2,387,1.2,3,47,15.7,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Dec,36.5,2014,45
2015-01-15,Cascade #2,387,3.9,16,49,16.6,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Jan,36.5,2015,31
2015-02-01,Cascade #2,387,4.1,14,55,15.7,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Feb,41.5,2015,18.5
2015-03-15,Cascade #2,387,2.7,6,59,24,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Mar,45.5,2015,31.5
2015-10-01,Cascade #2,387,0,0,68,32.6,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Oct,54.5,2015,28
2016-11-01,Cascade #2,387,0,0,59,23.8,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Nov,46.5,2016,26.5
2017-02-01,Cascade #2,387,12.8,44,48,15.7,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Feb,37.5,2017,27
2017-03-15,Cascade #2,387,9.6,20,56,24,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Mar,44,2017,31.5
2017-12-01,Cascade #2,387,0,0,55,15.7,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Dec,40.5,2017,45
2018-01-01,Cascade #2,387,0.8,2,51,16.6,1990-09-01,2018-05-09,37.66,-107.8,8918,San Juan,Jan,37.5,2018,31
1980-12-01,Columbine,408,1.8,NA,45,10.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Dec,38.5,1980,17
1980-12-15,Columbine,408,2.9,NA,47,10.8,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Dec,39.5,1980,17
1981-01-01,Columbine,408,3.7,NA,48,10.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jan,40,1981,12.5
1981-01-15,Columbine,408,4.2,NA,48,10.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Jan,40,1981,12.5
1981-02-01,Columbine,408,5.7,NA,51,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,41.5,1981,10
1981-02-15,Columbine,408,7.2,NA,54,11.2,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Feb,43,1981,10
1981-03-01,Columbine,408,8.2,NA,56,16,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Mar,44,1981,31.5
1981-03-15,Columbine,408,9.3,NA,60,16,1978-10-01,2018-05-09,40.39,-106.6,9158,Jackson,Mar,46,1981,31.5
1991-01-01,Columbine Pass,409,6.8,NA,74,10.9,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Jan,62,1991,8
1991-01-15,Columbine Pass,409,10.1,NA,80,10.9,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Jan,62,1991,9
1993-07-15,Columbine Pass,409,0,NA,68,45.9,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Jul,61.5,1993,31
1994-05-15,Columbine Pass,409,0,NA,322,32.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,May,309,1994,5
2003-05-15,Columbine Pass,409,0,NA,73,32.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,May,57,2003,38.5
2006-05-15,Columbine Pass,409,0,0,67,32.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,May,54,2006,38.5
2007-11-01,Columbine Pass,409,0,0,52,19.2,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Nov,42.5,2007,44.5
2009-05-15,Columbine Pass,409,0,0,61,32.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,May,51,2009,38.5
2009-09-01,Columbine Pass,409,0,0,68,37.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Sep,58,2009,35.5
2009-11-01,Columbine Pass,409,0.7,4,49,19.2,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Nov,41,2009,44.5
2012-04-15,Columbine Pass,409,0.7,5,56,23.3,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Apr,45,2012,17.5
2012-06-15,Columbine Pass,409,0,0,78,39.1,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Jun,65,2012,33.5
2013-09-01,Columbine Pass,409,0,0,67,37.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Sep,58,2013,18.5
2014-05-15,Columbine Pass,409,0,0,61,32.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,May,51.5,2014,27.5
2014-12-01,Columbine Pass,409,1.2,6,41,9.6,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Dec,34,2014,29
2015-02-01,Columbine Pass,409,6.5,26,46,13.3,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Feb,37,2015,18.5
2015-03-15,Columbine Pass,409,10,32,53,16.3,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Mar,43,2015,20.5
2015-06-15,Columbine Pass,409,0,0,76,39.1,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Jun,64.5,2015,27
2015-10-01,Columbine Pass,409,0,0,62,30.5,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Oct,51.5,2015,28
2016-06-15,Columbine Pass,409,0,0,76,39.1,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Jun,64,2016,33.5
2016-11-01,Columbine Pass,409,0,0,53,19.2,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Nov,43.5,2016,26.5
2017-02-01,Columbine Pass,409,20.4,64,41,13.3,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Feb,34,2017,27
2017-03-15,Columbine Pass,409,21.8,53,50,16.3,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Mar,41.5,2017,20.5
2017-09-01,Columbine Pass,409,0,0,73,37.4,1985-10-01,2018-05-09,38.42,-108.38,9397,Montrose,Sep,61,2017,18.5
2010-12-01,Columbus Basin,904,6.3,28,38,16.1,1994-08-01,2018-05-09,37.44,-108.02,10781,La Plata,Dec,32.5,2010,29
1989-04-15,Copeland Lake,412,0,NA,67,27.6,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Apr,51.5,1989,12
1990-07-01,Copeland Lake,412,0,NA,81,48.4,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Jul,72.5,1990,16
1993-08-15,Copeland Lake,412,0,NA,63,47.5,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Aug,58,1993,31
1995-12-01,Copeland Lake,412,1.8,NA,39,15.3,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Dec,33,1995,29
2003-01-15,Copeland Lake,412,2.4,NA,38,17.1,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Jan,32.5,2003,16
2005-11-01,Copeland Lake,412,0,0,48,23,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Nov,41,2005,26.5
2006-01-01,Copeland Lake,412,2.8,14,40,17.1,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Jan,32.5,2006,24.5
2007-04-15,Copeland Lake,412,0,NA,55,27.6,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Apr,44.5,2007,17.5
2010-12-01,Copeland Lake,412,0.4,5,53,15.3,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Dec,39.5,2010,45
2012-03-15,Copeland Lake,412,3.5,10,57,22.6,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Mar,44.5,2012,31.5
2012-04-15,Copeland Lake,412,0,0,58,27.6,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Apr,45.5,2012,30
2012-11-15,Copeland Lake,412,0.2,1,53,23,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Nov,43,2012,44.5
2013-01-15,Copeland Lake,412,1.8,9,49,17.1,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Jan,36.5,2013,31
2013-09-01,Copeland Lake,412,0,0,70,41.4,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Sep,59,2013,35.5
2014-12-01,Copeland Lake,412,1.8,6,45,15.3,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Dec,36.5,2014,23
2015-01-15,Copeland Lake,412,3.8,15,41,17.1,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Jan,32.5,2015,31
2015-02-01,Copeland Lake,412,4.2,15,55,14.7,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Feb,42.5,2015,13
2015-10-01,Copeland Lake,412,0,0,65,32.9,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Oct,53,2015,28
2016-01-15,Copeland Lake,412,3,15,38,17.1,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Jan,31,2016,31
2016-02-15,Copeland Lake,412,4.4,17,46,14.7,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Feb,36,2016,40.5
2016-11-01,Copeland Lake,412,0,0,56,23,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Nov,45,2016,26.5
2017-02-01,Copeland Lake,412,8.9,27,44,14.7,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Feb,35,2017,40.5
2017-03-15,Copeland Lake,412,4.2,9,53,22.6,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Mar,43.5,2017,15
2017-12-01,Copeland Lake,412,0.5,1,41,15.3,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Dec,34,2017,29
2018-01-01,Copeland Lake,412,1.4,5,41,17.1,1979-10-01,2018-05-09,40.21,-105.57,8597,Boulder,Jan,33.5,2018,19.5
2017-02-01,Crosho,426,8.9,34,43,5.7,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Feb,34.5,2017,40.5
2017-03-15,Crosho,426,9.8,27,51,10.4,1985-10-01,2018-05-09,40.17,-107.06,9099,Rio Blanco,Mar,41.5,2017,31.5
1993-07-15,Culebra #2,430,0,NA,48,36.4,1978-10-01,2018-05-09,37.21,-105.2,10496,Costilla,Jul,56.5,1993,15
2014-08-01,Cumbres Trestle,431,0,0,112,37.2,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Aug,100.5,2014,11
2014-09-01,Cumbres Trestle,431,0,0,102,30.4,1979-10-01,2018-05-09,37.02,-106.45,10037,Conejos,Sep,90.5,2014,4
2001-05-01,Deadman Hill,438,14.2,NA,57,26.8,1978-10-01,2018-05-09,40.81,-105.77,10217,Larimer,May,49.5,2001,27.5
2003-05-15,Dry Lake,457,15.5,NA,80,31.5,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,May,61.5,2003,19
2012-04-15,Dry Lake,457,1.1,2,56,21.8,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Apr,44.5,2012,30
2013-09-01,Dry Lake,457,0,0,70,36.1,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Sep,59.5,2013,18.5
2014-12-01,Dry Lake,457,5,21,42,7.4,1979-10-01,2018-05-09,40.53,-106.78,8397,Routt,Dec,34,2014,45
2007-08-01,Echo Lake,936,0,5,79,37.5,1998-08-01,2018-05-09,39.66,-105.59,10598,Clear Creek,Aug,244.5,2007,3
2011-06-01,Echo Lake,936,4.7,9,75,30.9,1998-08-01,2018-05-09,39.66,-105.59,10598,Clear Creek,Jun,218,2011,6
2001-04-15,Elk River,467,17.6,NA,35,21.1,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Apr,35,2001,13.5
2012-04-15,Elk River,467,0.2,1,54,21.1,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Apr,43.5,2012,30
2013-09-01,Elk River,467,0,0,71,35.9,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Sep,60,2013,18.5
2014-12-01,Elk River,467,3.8,13,41,6.7,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Dec,33.5,2014,45
2015-02-01,Elk River,467,8.4,29,43,10.1,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Feb,34.5,2015,40.5
2015-10-01,Elk River,467,0,0,63,28.2,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Oct,51.5,2015,41
2016-11-01,Elk River,467,0.2,1,54,14.8,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Nov,44,2016,26.5
2017-02-01,Elk River,467,15.7,49,41,10.1,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Feb,33.5,2017,40.5
2017-03-15,Elk River,467,19.2,45,51,14.1,1978-10-01,2018-05-09,40.85,-106.97,8699,Routt,Mar,42,2017,20.5
2016-11-01,Elkhead Divide,1252,0,0,54,35.5,2016-09-01,2018-05-09,40.8,-107.1,8777,Routt,Nov,44,2016,26.5
2017-02-15,Elkhead Divide,1252,20.7,61,43,32.6,2016-09-01,2018-05-09,40.8,-107.1,8777,Routt,Feb,34.5,2017,40.5
2017-03-15,Elkhead Divide,1252,23.5,59,49,37.1,2016-09-01,2018-05-09,40.8,-107.1,8777,Routt,Mar,40.5,2017,31.5
2017-09-01,Elkhead Divide,1252,0,0,70,40.8,2016-09-01,2018-05-09,40.8,-107.1,8777,Routt,Sep,59,2017,35.5
2011-07-01,Elliot Ridge,1120,0,0,224,48.2,2009-08-01,2018-05-09,39.86,-106.42,10516,Summit,Jul,317,2011,1
2014-12-01,Elliot Ridge,1120,3.8,16,37,11.9,2009-08-01,2018-05-09,39.86,-106.42,10516,Summit,Dec,31.5,2014,45
2015-06-15,Elliot Ridge,1120,0,0,69,43.3,2009-08-01,2018-05-09,39.86,-106.42,10516,Summit,Jun,60.5,2015,33.5
2015-10-15,Elliot Ridge,1120,0,0,40,28.7,2009-08-01,2018-05-09,39.86,-106.42,10516,Summit,Oct,40,2015,41
2011-10-01,Fool Creek,1186,0,0,41,30.6,2011-07-01,2018-05-09,39.87,-105.87,11149,Grand,Oct,282,2011,8
2005-02-15,Glen Cove,1057,3.6,7,52,14.6,2004-08-01,2018-05-09,38.88,-105.07,11457,Teller,Feb,221,2005,6
2009-02-01,Glen Cove,1057,0,2,44,14.6,2004-08-01,2018-05-09,38.88,-105.07,11457,Teller,Feb,210,2009,7
2009-07-01,Glen Cove,1057,0,0,88,43.6,2004-08-01,2018-05-09,38.88,-105.07,11457,Teller,Jul,245.5,2009,3
2010-08-15,Glen Cove,1057,0,0,62,41.3,2004-08-01,2018-05-09,38.88,-105.07,11457,Teller,Aug,223,2010,4
2007-06-01,Grayback,1058,0,1,174,39.8,2004-09-01,2018-05-09,37.47,-106.54,11618,Rio Grande,Jun,114,2007,22
2007-06-15,Grayback,1058,0,1,184,39.8,2004-09-01,2018-05-09,37.47,-106.54,11618,Rio Grande,Jun,130.5,2007,12
2007-10-01,Grayback,1058,0,1,246,27.7,2004-09-01,2018-05-09,37.47,-106.54,11618,Rio Grande,Oct,148,2007,14
2007-10-15,Grayback,1058,0,1,261,27.7,2004-09-01,2018-05-09,37.47,-106.54,11618,Rio Grande,Oct,152,2007,18.5
2007-11-01,Grayback,1058,0,1,263,21.3,2004-09-01,2018-05-09,37.47,-106.54,11618,Rio Grande,Nov,149.5,2007,13
1980-11-01,Grizzly Peak,505,1.6,NA,32,11.7,1979-10-01,2018-05-09,39.65,-105.87,11096,Summit,Nov,33,1980,26.5
2015-10-01,Hayden Pass,1102,0,0,58,32.2,2007-08-01,2018-05-09,38.29,-105.85,10716,Saguache,Oct,49,2015,41
2008-10-15,Hourglass Lake,1122,0,NA,52,30,2008-10-01,2018-05-09,40.58,-105.63,9378,Larimer,Oct,378,2008,7
2007-06-01,Jackwhacker Gulch,935,2.6,NA,57,36,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Jun,227,2007,4
2007-11-15,Jackwhacker Gulch,935,0.7,178,51,17.3,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Nov,197.5,2007,5
2008-04-01,Jackwhacker Gulch,935,13.1,50,37,23.5,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Apr,176.5,2008,7
2008-04-15,Jackwhacker Gulch,935,14.6,45,12,23.5,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Apr,342.5,2008,3
2008-05-01,Jackwhacker Gulch,935,13.3,NA,-51,29.7,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,May,490.5,2008,2
2008-10-15,Jackwhacker Gulch,935,1.1,5,-45,28,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Oct,633.5,2008,6
2008-11-01,Jackwhacker Gulch,935,1.4,3,-61,17.3,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Nov,1044,2008,1
2008-11-15,Jackwhacker Gulch,935,2.3,11,-67,17.3,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Nov,476.5,2008,2
2008-12-01,Jackwhacker Gulch,935,3.7,22,-67,12,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Dec,1409,2008,5
2008-12-15,Jackwhacker Gulch,935,4.7,NA,-51,12,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Dec,2502.5,2008,2
2009-01-01,Jackwhacker Gulch,935,6.3,25,-41,13.2,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Jan,1952,2009,4
2009-01-15,Jackwhacker Gulch,935,7,28,-61,13.2,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Jan,1132,2009,5
2009-02-01,Jackwhacker Gulch,935,7.9,32,-69,9.4,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Feb,1781.5,2009,2
2009-02-15,Jackwhacker Gulch,935,8.4,34,-60,9.4,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Feb,1636,2009,3
2009-03-01,Jackwhacker Gulch,935,9.4,38,-58,15,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Mar,482.5,2009,4
2009-03-15,Jackwhacker Gulch,935,9.7,36,-51,15,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Mar,1307,2009,2
2009-04-01,Jackwhacker Gulch,935,11.1,43,-63,23.5,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Apr,857,2009,1
2009-04-15,Jackwhacker Gulch,935,12.1,39,-57,23.5,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Apr,674.5,2009,2
2009-05-01,Jackwhacker Gulch,935,12.2,38,-53,29.7,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,May,119,2009,7
2009-06-01,Jackwhacker Gulch,935,0,0,34,36,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Jun,356.5,2009,2
2009-07-15,Jackwhacker Gulch,935,0,0,35,41.9,1998-08-01,2018-05-09,39.57,-105.8,10958,Clear Creek,Jul,181.5,2009,6
1999-10-01,Jones Pass,970,0,NA,-68,23.3,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Oct,1050.5,1999,4
1999-10-15,Jones Pass,970,0,NA,2714,23.3,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Oct,4113.5,1999,1
2000-09-15,Jones Pass,970,0,7,91,34.1,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Sep,79,2e3,5
2000-10-01,Jones Pass,970,0,9,84,23.3,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Oct,74,2e3,11
2000-10-15,Jones Pass,970,0,13,81,23.3,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Oct,70.5,2e3,12
2000-11-01,Jones Pass,970,0,112,55,11.3,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Nov,45,2e3,17.5
2000-11-15,Jones Pass,970,0.5,107,55,11.3,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Nov,46,2e3,10.5
2000-12-01,Jones Pass,970,1.3,106,60,5.2,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Dec,47.5,2e3,13
2001-02-15,Jones Pass,970,8.9,107,456,4.3,1999-09-01,2018-05-09,39.76,-105.91,10398,Grand,Feb,445.5,2001,5
